"[reporter]","count gluttons","count cleaners","count gluttons","count cleaners","count gluttons","count cleaners","count gluttons","count cleaners","count gluttons","count cleaners","count gluttons","count cleaners","count gluttons","count cleaners","count gluttons","count cleaners","count gluttons","count cleaners","count gluttons","count cleaners"
,,,,,,,,,,,"155","11","163","5","392","8","128","7","308","13"
,,,,,,,,,,,"156","11","163","5","392","8","130","7","310","13"
,,,,,,,,,,,"157","11","163","5","391","8","131","7","307","13"
,,,,,,,,,,,"157","11","164","5","391","8","132","7","307","13"
,,,,,,,,,,,"157","11","164","5","387","8","129","7","305","13"
,,,,,,,,,,,"158","11","165","5","386","8","127","7","305","13"
,,,,,,,,,,,"160","11","165","5","382","8","126","7","304","13"
,,,,,,,,,,,"161","11","164","5","379","8","126","7","301","13"
,,,,,,,,,,,"162","11","164","5","380","8","125","7","302","13"
,,,,,,,,,,,"162","11","164","5","380","8","126","7","303","13"
,,,,,,,,,,,"161","11","164","5","379","8","126","7","306","13"
,,,,,,,,,,,"162","11","166","5","381","8","124","7","306","13"
,,,,,,,,,,,"160","11","165","5","375","8","125","7","304","13"
,,,,,,,,,,,"159","11","165","5","375","8","125","7","305","13"
,,,,,,,,,,,"157","11","162","5","376","8","126","7","303","13"
,,,,,,,,,,,"155","11","161","5","376","8","127","7","306","13"
,,,,,,,,,,,"155","11","161","5","372","8","127","7","304","13"
,,,,,,,,,,,"155","11","161","5","371","8","130","7","302","13"
,,,,,,,,,,,"156","11","159","5","369","8","131","7","304","13"
,,,,,,,,,,,"155","11","157","5","370","8","132","7","304","13"
,,,,,,,,,,,"153","11","160","5","368","8","134","7","299","13"
,,,,,,,,,,,"150","11","159","5","367","8","135","7","299","13"
,,,,,,,,,,,"147","11","159","5","369","8","135","7","301","13"
,,,,,,,,,,,"145","11","156","5","368","8","134","7","298","13"
,,,,,,,,,,,"142","11","156","5","369","8","134","7","298","13"
,,,,,,,,,,,"141","11","156","5","366","8","134","7","301","13"
,,,,,,,,,,,"141","11","156","5","367","8","135","7","300","13"
,,,,,,,,,,,"141","11","156","5","368","8","133","7","301","13"
,,,,,,,,,,,"142","11","156","5","370","8","135","7","301","13"
,,,,,,,,,,,"141","11","155","5","367","8","135","7","303","13"
,,,,,,,,,,,"141","11","157","5","370","8","135","7","299","13"
,,,,,,,,,,,"142","11","155","5","375","8","133","7","299","13"
,,,,,,,,,,,"142","11","155","5","374","8","133","7","300","13"
,,,,,,,,,,,"143","11","156","5","371","8","133","7","304","13"
,,,,,,,,,,,"143","11","155","5","367","8","134","7","304","13"
,,,,,,,,,,,"143","11","153","5","367","8","136","7","298","13"
,,,,,,,,,,,"141","11","153","5","372","8","136","7","300","13"
,,,,,,,,,,,"143","11","153","5","370","8","136","7","300","13"
,,,,,,,,,,,"143","11","152","5","367","8","138","7","300","13"
,,,,,,,,,,,"142","11","151","5","364","8","137","7","302","13"
,,,,,,,,,,,"142","11","151","5","365","8","138","7","303","13"
,,,,,,,,,,,"141","11","149","5","363","8","139","7","302","13"
,,,,,,,,,,,"142","11","148","5","362","8","138","7","303","13"
,,,,,,,,,,,"141","11","149","5","357","8","139","7","306","13"
,,,,,,,,,,,"143","11","151","5","359","8","139","7","308","13"
,,,,,,,,,,,"144","11","148","5","356","8","139","7","309","13"
,,,,,,,,,,,"144","11","147","5","352","8","138","7","312","13"
,,,,,,,,,,,"147","11","149","5","353","8","140","7","312","13"
,,,,,,,,,,,"149","11","149","5","351","8","139","7","312","13"
,,,,,,,,,,,"150","11","150","5","350","8","140","7","310","13"
,,,,,,,,,,,"149","11","153","5","351","8","137","7","312","13"
,,,,,,,,,,,"150","11","152","5","349","8","137","7","312","13"
,,,,,,,,,,,"147","11","153","5","348","8","137","7","314","13"
,,,,,,,,,,,"147","11","155","5","341","8","134","7","312","13"
,,,,,,,,,,,"148","11","155","5","344","8","135","7","312","13"
,,,,,,,,,,,"150","11","154","5","345","8","135","7","312","13"
,,,,,,,,,,,"150","11","153","5","347","8","136","7","310","13"
,,,,,,,,,,,"148","11","153","5","340","8","136","7","306","13"
,,,,,,,,,,,"149","11","154","5","341","8","135","7","305","13"
,,,,,,,,,,,"148","11","158","5","338","8","134","7","302","13"
,,,,,,,,,,,"148","11","156","5","334","8","133","7","304","13"
,,,,,,,,,,,"149","11","157","5","335","8","135","7","305","13"
,,,,,,,,,,,"148","11","157","5","335","8","138","7","308","13"
,,,,,,,,,,,"148","11","154","5","334","8","139","7","305","13"
,,,,,,,,,,,"145","11","155","5","334","8","140","7","304","13"
,,,,,,,,,,,"146","11","155","5","339","8","137","7","304","13"
,,,,,,,,,,,"145","11","155","5","339","8","138","7","304","13"
,,,,,,,,,,,"145","11","155","5","338","8","138","7","304","13"
,,,,,,,,,,,"145","11","157","5","337","8","139","7","306","13"
,,,,,,,,,,,"147","11","157","5","335","8","140","7","309","13"
,,,,,,,,,,,"149","11","158","5","337","8","142","7","309","13"
,,,,,,,,,,,"149","11","157","5","334","8","143","7","311","13"
,,,,,,,,,,,"151","11","160","5","332","8","144","7","315","13"
,,,,,,,,,,,"150","11","159","5","337","8","144","7","314","13"
,,,,,,,,,,,"153","11","156","5","332","8","144","7","315","13"
,,,,,,,,,,,"152","11","156","5","334","8","144","7","315","13"
,,,,,,,,,,,"152","11","158","5","336","8","145","7","317","13"
,,,,,,,,,,,"152","11","159","5","336","8","146","7","320","13"
,,,,,,,,,,,"152","11","159","5","333","8","148","7","320","13"
,,,,,,,,,,,"153","11","157","5","332","8","148","7","322","13"
,,,,,,,,,,,"153","11","157","5","331","8","150","7","323","13"
,,,,,,,,,,,"152","11","156","5","331","8","148","7","325","13"
,,,,,,,,,,,"153","11","157","5","330","8","149","7","322","13"
,,,,,,,,,,,"150","11","157","5","333","8","146","7","326","13"
,,,,,,,,,,,"149","11","157","5","328","8","145","7","324","13"
,,,,,,,,,,,"148","11","158","5","330","8","148","7","326","13"
,,,,,,,,,,,"148","11","158","5","327","8","148","7","327","13"
,,,,,,,,,,,"145","11","158","5","330","8","149","7","327","13"
,,,,,,,,,,,"142","11","160","5","327","8","150","7","323","13"
,,,,,,,,,,,"145","11","164","5","327","8","148","7","320","13"
,,,,,,,,,,,"148","11","163","5","326","8","148","7","320","13"
,,,,,,,,,,,"149","11","163","5","323","8","148","7","322","13"
,,,,,,,,,,,"148","11","162","5","326","8","149","7","318","13"
,,,,,,,,,,,"149","11","162","5","324","8","149","7","316","13"
,,,,,,,,,,,"149","11","164","5","328","8","146","7","318","13"
,,,,,,,,,,,"151","11","163","5","327","8","145","7","317","13"
,,,,,,,,,,,"151","11","161","5","328","8","143","7","316","13"
,,,,,,,,,,,"149","11","158","5","332","8","141","7","315","13"
,,,,,,,,,,,"152","11","158","5","335","8","140","7","312","13"
,,,,,,,,,,,"152","11","159","5","334","8","140","7","313","13"
,,,,,,,,,,,"151","11","158","5","336","8","139","7","308","13"
,,,,,,,,,,,"151","11","155","5","336","8","138","7","309","13"
,,,,,,,,,,,"153","11","157","5","335","8","136","7","307","13"
,,,,,,,,,,,"156","11","157","5","337","8","137","7","302","13"
,,,,,,,,,,,"156","11","157","5","339","8","138","7","299","13"
,,,,,,,,,,,"155","11","158","5","343","8","138","7","298","13"
,,,,,,,,,,,"158","11","158","5","341","8","139","7","297","13"
,,,,,,,,,,,"156","11","158","5","341","8","139","7","299","13"
,,,,,,,,,,,"158","11","159","5","342","8","139","7","300","13"
,,,,,,,,,,,"159","11","159","5","340","8","139","7","304","13"
,,,,,,,,,,,"159","11","158","5","341","8","139","7","305","13"
,,,,,,,,,,,"160","11","158","5","342","8","139","7","308","13"
,,,,,,,,,,,"161","11","160","5","345","8","141","7","311","13"
,,,,,,,,,,,"161","11","159","5","349","8","140","7","310","13"
,,,,,,,,,,,"161","11","159","5","349","8","140","7","313","13"
,,,,,,,,,,,"160","11","158","5","350","8","141","7","313","13"
,,,,,,,,,,,"163","11","154","5","347","8","139","7","313","13"
,,,,,,,,,,,"164","11","153","5","346","8","138","7","313","13"
,,,,,,,,,,,"162","11","153","5","347","8","136","7","314","13"
,,,,,,,,,,,"162","11","153","5","350","8","137","7","313","13"
,,,,,,,,,,,"160","11","154","5","350","8","138","7","313","13"
,,,,,,,,,,,"161","11","150","5","354","8","139","7","315","13"
,,,,,,,,,,,"158","11","147","5","354","8","139","7","317","13"
,,,,,,,,,,,"161","11","145","5","354","8","139","7","320","13"
,,,,,,,,,,,"162","11","143","5","352","8","137","7","321","13"
,,,,,,,,,,,"161","11","143","5","350","8","137","7","321","13"
,,,,,,,,,,,"160","11","142","5","351","8","137","7","319","13"
,,,,,,,,,,,"159","11","143","5","353","8","137","7","318","13"
,,,,,,,,,,,"159","11","141","5","355","8","135","7","314","13"
,,,,,,,,,,,"153","11","141","5","353","8","135","7","308","13"
,,,,,,,,,,,"151","11","142","5","349","8","136","7","306","13"
,,,,,,,,,,,"149","11","141","5","349","8","138","7","310","13"
,,,,,,,,,,,"149","11","141","5","349","8","139","7","308","13"
,,,,,,,,,,,"149","11","143","5","347","8","138","7","303","13"
,,,,,,,,,,,"150","11","142","5","348","8","139","7","303","13"
,,,,,,,,,,,"151","11","141","5","348","8","138","7","301","13"
,,,,,,,,,,,"151","11","141","5","348","8","137","7","303","13"
,,,,,,,,,,,"150","11","140","5","350","8","139","7","302","13"
,,,,,,,,,,,"146","11","140","5","351","8","138","7","302","13"
,,,,,,,,,,,"147","11","137","5","353","8","138","7","300","13"
,,,,,,,,,,,"147","11","139","5","353","8","136","7","302","13"
,,,,,,,,,,,"146","11","138","5","351","8","136","7","302","13"
,,,,,,,,,,,"147","11","138","5","350","8","135","7","303","13"
,,,,,,,,,,,"148","11","139","5","348","8","137","7","301","13"
,,,,,,,,,,,"148","11","140","5","346","8","136","7","296","13"
,,,,,,,,,,,"148","11","141","5","348","8","135","7","297","13"
,,,,,,,,,,,"148","11","141","5","347","8","133","7","296","13"
,,,,,,,,,,,"147","11","142","5","346","8","133","7","294","13"
,,,,,,,,,,,"148","11","142","5","346","8","131","7","294","13"
,,,,,,,,,,,"147","11","141","5","344","8","133","7","293","13"
,,,,,,,,,,,"147","11","143","5","339","8","130","7","291","13"
,,,,,,,,,,,"146","11","142","5","336","8","131","7","289","13"
,,,,,,,,,,,"146","11","142","5","337","8","130","7","285","13"
,,,,,,,,,,,"145","11","143","5","339","8","130","7","287","13"
,,,,,,,,,,,"143","11","144","5","338","8","131","7","288","13"
,,,,,,,,,,,"142","11","146","5","338","8","133","7","286","13"
,,,,,,,,,,,"142","11","147","5","337","8","132","7","285","13"
,,,,,,,,,,,"142","11","149","5","335","8","134","7","283","13"
,,,,,,,,,,,"146","11","150","5","333","8","136","7","286","13"
,,,,,,,,,,,"147","11","149","5","334","8","137","7","287","13"
,,,,,,,,,,,"145","11","150","5","337","8","140","7","287","13"
,,,,,,,,,,,"145","11","152","5","338","8","140","7","288","13"
,,,,,,,,,,,"145","11","151","5","336","8","141","7","292","13"
,,,,,,,,,,,"143","11","149","5","336","8","139","7","293","13"
,,,,,,,,,,,"144","11","149","5","336","8","139","7","293","13"
,,,,,,,,,,,"144","11","150","5","334","8","140","7","293","13"
,,,,,,,,,,,"145","11","151","5","334","8","139","7","293","13"
,,,,,,,,,,,"147","11","151","5","332","8","138","7","296","13"
,,,,,,,,,,,"144","11","152","5","332","8","137","7","299","13"
,,,,,,,,,,,"143","11","155","5","333","8","136","7","301","13"
,,,,,,,,,,,"140","11","156","5","333","8","140","7","304","13"
,,,,,,,,,,,"142","11","156","5","333","8","141","7","304","13"
,,,,,,,,,,,"141","11","156","5","332","8","140","7","304","13"
,,,,,,,,,,,"140","11","158","5","335","8","141","7","305","13"
,,,,,,,,,,,"140","11","158","5","334","8","140","7","302","13"
,,,,,,,,,,,"143","11","157","5","331","8","140","7","306","13"
,,,,,,,,,,,"142","11","154","5","336","8","141","7","306","13"
,,,,,,,,,,,"142","11","151","5","337","8","141","7","304","13"
,,,,,,,,,,,"142","11","153","5","340","8","139","7","304","13"
,,,,,,,,,,,"140","11","153","5","341","8","137","7","304","13"
,,,,,,,,,,,"142","11","153","5","344","8","135","7","303","13"
,,,,,,,,,,,"143","11","152","5","340","8","136","7","304","13"
,,,,,,,,,,,"144","11","150","5","340","8","135","7","303","13"
,,,,,,,,,,,"143","11","148","5","340","8","134","7","304","13"
,,,,,,,,,,,"144","11","147","5","337","8","133","7","306","13"
,,,,,,,,,,,"145","11","148","5","335","8","135","7","306","13"
,,,,,,,,,,,"147","11","148","5","336","8","135","7","307","13"
,,,,,,,,,,,"149","11","151","5","337","8","134","7","310","13"
,,,,,,,,,,,"150","11","150","5","336","8","135","7","307","13"
,,,,,,,,,,,"151","11","152","5","335","8","133","7","308","13"
,,,,,,,,,,,"150","11","151","5","333","8","133","7","309","13"
,,,,,,,,,,,"147","11","155","5","333","8","135","7","309","13"
,,,,,,,,,,,"143","11","154","5","331","8","136","7","309","13"
,,,,,,,,,,,"142","11","153","5","331","8","136","7","310","13"
,,,,,,,,,,,"142","11","148","5","329","8","130","7","310","13"
,,,,,,,,,,,"143","11","148","5","329","8","128","7","312","13"
,,,,,,,,,,,"144","11","148","5","332","8","129","7","312","13"
,,,,,,,,,,,"144","11","145","5","331","8","131","7","312","13"
,,,,,,,,,,,"141","11","145","5","332","8","131","7","311","13"
,,,,,,,,,,,"140","11","147","5","331","8","130","7","315","13"
,,,,,,,,,,,"139","11","148","5","331","8","130","7","315","13"
,,,,,,,,,,,"140","11","147","5","328","8","133","7","313","13"
,,,,,,,,,,,"141","11","147","5","326","8","134","7","315","13"
,,,,,,,,,,,"139","11","146","5","328","8","133","7","318","13"
,,,,,,,,,,,"140","11","144","5","328","8","133","7","319","13"
,,,,,,,,,,,"139","11","142","5","327","8","133","7","320","13"
,,,,,,,,,,,"137","11","142","5","325","8","135","7","318","13"
,,,,,,,,,,,"137","11","144","5","318","8","137","7","324","13"
,,,,,,,,,,,"140","11","145","5","318","8","139","7","324","13"
,,,,,,,,,,,"140","11","144","5","318","8","140","7","324","13"
,,,,,,,,,,,"141","11","145","5","316","8","140","7","322","13"
,,,,,,,,,,,"139","11","147","5","317","8","138","7","323","13"
,,,,,,,,,,,"143","11","146","5","315","8","139","7","328","13"
,,,,,,,,,,,"145","11","146","5","315","8","137","7","327","13"
,,,,,,,,,,,"145","11","148","5","313","8","136","7","329","13"
,,,,,,,,,,,"144","11","148","5","313","8","136","7","327","13"
,,,,,,,,,,,"145","11","149","5","312","8","136","7","325","13"
,,,,,,,,,,,"146","11","148","5","313","8","134","7","324","13"
,,,,,,,,,,,"146","11","148","5","314","8","134","7","325","13"
,,,,,,,,,,,"147","11","147","5","316","8","134","7","329","13"
,,,,,,,,,,,"147","11","147","5","315","8","134","7","328","13"
,,,,,,,,,,,"148","11","147","5","316","8","134","7","328","13"
,,,,,,,,,,,"148","11","149","5","316","8","131","7","324","13"
,,,,,,,,,,,"147","11","151","5","313","8","130","7","323","13"
,,,,,,,,,,,"148","11","150","5","314","8","130","7","320","13"
,,,,,,,,,,,"150","11","149","5","316","8","129","7","322","13"
,,,,,,,,,,,"151","11","150","5","313","8","132","7","323","13"
,,,,,,,,,,,"153","11","150","5","311","8","132","7","324","13"
,,,,,,,,,,,"152","11","148","5","308","8","130","7","322","13"
,,,,,,,,,,,"154","11","152","5","306","8","128","7","322","13"
,,,,,,,,,,,"155","11","150","5","307","8","128","7","325","13"
,,,,,,,,,,,"156","11","151","5","309","8","126","7","326","13"
,,,,,,,,,,,"157","11","151","5","312","8","127","7","326","13"
,,,,,,,,,,,"158","11","153","5","315","8","129","7","329","13"
,,,,,,,,,,,"158","11","152","5","316","8","130","7","326","13"
,,,,,,,,,,,"156","11","153","5","311","8","127","7","326","13"
,,,,,,,,,,,"158","11","152","5","309","8","127","7","326","13"
,,,,,,,,,,,"159","11","148","5","308","8","128","7","327","13"
,,,,,,,,,,,"160","11","147","5","311","8","129","7","326","13"
,,,,,,,,,,,"160","11","146","5","310","8","129","7","329","13"
,,,,,,,,,,,"162","11","146","5","312","8","128","7","329","13"
,,,,,,,,,,,"162","11","149","5","310","8","128","7","330","13"
,,,,,,,,,,,"164","11","149","5","311","8","129","7","331","13"
,,,,,,,,,,,"163","11","148","5","309","8","132","7","333","13"
,,,,,,,,,,,"164","11","150","5","307","8","134","7","332","13"
,,,,,,,,,,,"163","11","151","5","308","8","132","7","332","13"
,,,,,,,,,,,"163","11","150","5","310","8","135","7","329","13"
,,,,,,,,,,,"161","11","149","5","313","8","138","7","331","13"
,,,,,,,,,,,"161","11","148","5","317","8","140","7","332","13"
,,,,,,,,,,,"160","11","147","5","318","8","139","7","331","13"
,,,,,,,,,,,"159","11","148","5","315","8","138","7","332","13"
,,,,,,,,,,,"161","11","149","5","318","8","144","7","331","13"
,,,,,,,,,,,"162","11","149","5","319","8","144","7","333","13"
,,,,,,,,,,,"162","11","147","5","321","8","145","7","335","13"
,,,,,,,,,,,"162","11","150","5","323","8","146","7","334","13"
,,,,,,,,,,,"162","11","151","5","323","8","147","7","336","13"
,,,,,,,,,,,"161","11","154","5","326","8","147","7","335","13"
,,,,,,,,,,,"162","11","153","5","327","8","148","7","337","13"
,,,,,,,,,,,"163","11","153","5","326","8","150","7","338","13"
,,,,,,,,,,,"160","11","153","5","327","8","150","7","336","13"
,,,,,,,,,,,"160","11","153","5","325","8","150","7","335","13"
,,,,,,,,,,,"159","11","153","5","327","8","153","7","336","13"
,,,,,,,,,,,"156","11","152","5","326","8","153","7","338","13"
,,,,,,,,,,,"154","11","151","5","328","8","153","7","340","13"
,,,,,,,,,,,"154","11","150","5","328","8","153","7","341","13"
,,,,,,,,,,,"155","11","150","5","328","8","154","7","341","13"
,,,,,,,,,,,"155","11","151","5","329","8","156","7","340","13"
,,,,,,,,,,,"155","11","151","5","329","8","155","7","343","13"
,,,,,,,,,,,"157","11","152","5","331","8","153","7","347","13"
,,,,,,,,,,,"157","11","151","5","329","8","153","7","346","13"
,,,,,,,,,,,"157","11","151","5","328","8","154","7","347","13"
,,,,,,,,,,,"159","11","149","5","331","8","154","7","347","13"
,,,,,,,,,,,"159","11","149","5","334","8","154","7","351","13"
,,,,,,,,,,,"158","11","148","5","335","8","155","7","349","13"
,,,,,,,,,,,"159","11","148","5","335","8","154","7","351","13"
,,,,,,,,,,,"160","11","149","5","336","8","155","7","351","13"
,,,,,,,,,,,"160","11","150","5","335","8","154","7","348","13"
,,,,,,,,,,,"159","11","151","5","336","8","154","7","346","13"
,,,,,,,,,,,"160","11","150","5","336","8","156","7","348","13"
,,,,,,,,,,,"159","11","147","5","337","8","155","7","350","13"
,,,,,,,,,,,"160","11","144","5","336","8","156","7","349","13"
,,,,,,,,,,,"159","11","144","5","338","8","156","7","351","13"
,,,,,,,,,,,"161","11","145","5","337","8","158","7","351","13"
,,,,,,,,,,,"162","11","147","5","337","8","158","7","353","13"
,,,,,,,,,,,"163","11","144","5","339","8","159","7","354","13"
,,,,,,,,,,,"162","11","142","5","341","8","160","7","355","13"
,,,,,,,,,,,"161","11","141","5","342","8","161","7","357","13"
,,,,,,,,,,,"160","11","139","5","346","8","160","7","362","13"
,,,,,,,,,,,"162","11","139","5","348","8","160","7","361","13"
,,,,,,,,,,,"162","11","140","5","353","8","159","7","364","13"
,,,,,,,,,,,"164","11","140","5","354","8","160","7","365","13"
,,,,,,,,,,,"166","11","141","5","356","8","158","7","367","13"
,,,,,,,,,,,"166","11","139","5","355","8","158","7","366","13"
,,,,,,,,,,,"167","11","138","5","356","8","153","7","367","13"
,,,,,,,,,,,"168","11","140","5","360","8","152","7","373","13"
,,,,,,,,,,,"169","11","140","5","360","8","152","7","370","13"
